Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
5286,"National Institute of Electronics and Information Technology, Patna (Bihar)",446,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,AI,OBC-NCL,Gender-Neutral,10
5287,"National Institute of Electronics and Information Technology, Patna (Bihar)",446,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,AI,SC,Gender-Neutral,2
5288,"National Institute of Electronics and Information Technology, Patna (Bihar)",446,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,AI,SC (PwD),Gender-Neutral,1
5289,"National Institute of Electronics and Information Technology, Patna (Bihar)",446,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,AI,ST,Gender-Neutral,2
5290,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,OPEN,Gender-Neutral,17
5291,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,OPEN (PwD),Gender-Neutral,1
5292,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,GEN-EWS,Gender-Neutral,5
5293,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,OBC-NCL,Gender-Neutral,10
5294,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,OBC-NCL(PwD),Gender-Neutral,1
5295,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,SC,Gender-Neutral,6
5296,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,SC (PwD),Gender-Neutral,1
5297,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",447,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",413K,AI,ST,Gender-Neutral,2
